Business Unit,PH1,PH2,Item Code,Item Description,Sales Channel,Stat Forecast,Actual Amount,Date,Deviation,Deviation Category,Priority
BU1,Category 10,Category 10A,883455,Item RRE,Channel_X,0.0,9871.0,2024-04-01,-9871.0,Medium,2
BU1,Category 10,Category 10A,883455,Item RRE,Channel_X,0.0,9877.0,2025-09-01,-9877.0,Medium,2
BU1,Category 1,Category 1O,670064,Item QUM,Channel_X,0.0,9933.0,2024-06-01,-9933.0,Medium,2
BU1,Category 6,Category 6B,456641,Item TYT,Channel_X,0.0,9940.0,2023-06-01,-9940.0,Medium,2
BU1,Category 7,Category 7A,640952,Item JBG,Channel_X,0.0,9952.0,2022-11-01,-9952.0,Medium,2
BU1,Category 1,Category 1O,670064,Item QUM,Channel_X,0.0,9964.0,2023-09-01,-9964.0,Medium,2
BU1,Category 7,Category 7A,824206,Item BNH,Channel_X,0.0,9966.0,2024-07-01,-9966.0,Medium,2
BU1,Category 7,Category 7A,824206,Item BNH,Channel_X,0.0,9999.0,2024-11-01,-9999.0,Medium,2
BU1,Category 1,Category 1I,699988,Item KGY,Channel_X,446437.0,0.0,2026-06-01,446437.0,High,1
BU1,Category 1,Category 1I,699988,Item KGY,Channel_X,439170.0,0.0,2026-08-01,439170.0,High,1
BU1,Category 1,Category 1I,699988,Item KGY,Channel_X,437930.0,0.0,2027-06-01,437930.0,High,1
BU1,Category 1,Category 1I,699988,Item KGY,Channel_X,432042.0,0.0,2027-08-01,432042.0,High,1
BU1,Category 1,Category 1I,699988,Item KGY,Channel_X,431191.0,0.0,2028-06-01,431191.0,High,1
BU1,Category 1,Category 1I,699988,Item KGY,Channel_X,427270.0,0.0,2028-08-01,427270.0,High,1
BU1,Category 1,Category 1I,699988,Item KGY,Channel_X,422137.0,0.0,2025-03-01,422137.0,High,1
BU1,Category 1,Category 1I,699988,Item KGY,Channel_X,413589.0,0.0,2026-03-01,413589.0,High,1
BU1,Category 1,Category 1I,699988,Item KGY,Channel_X,402881.0,0.0,2027-03-01,402881.0,High,1
BU1,Category 1,Category 1I,699988,Item KGY,Channel_X,399626.0,0.0,2025-12-01,399626.0,High,1
BU1,Category 1,Category 1I,699988,Item KGY,Channel_X,391345.0,0.0,2026-12-01,391345.0,High,1
BU1,Category 1,Category 1I,699988,Item KGY,Channel_X,387849.0,0.0,2026-07-01,387849.0,High,1
BU1,Category 1,Category 1I,699988,Item KGY,Channel_X,383587.0,0.0,2027-12-01,383587.0,High,1
BU1,Category 1,Category 1I,699988,Item KGY,Channel_X,380162.0,0.0,2027-07-01,380162.0,High,1
BU1,Category 1,Category 1I,699988,Item KGY,Channel_X,375610.0,0.0,2028-07-01,375610.0,High,1
BU1,Category 1,Category 1I,699988,Item KGY,Channel_X,362861.0,0.0,2026-09-01,362861.0,High,1
BU1,Category 1,Category 1I,699988,Item KGY,Channel_X,354345.0,0.0,2027-09-01,354345.0,High,1
BU1,Category 1,Category 1I,699988,Item KGY,Channel_X,346637.0,0.0,2025-02-01,346637.0,High,1
BU1,Category 1,Category 1I,699988,Item KGY,Channel_X,344917.0,0.0,2026-05-01,344917.0,High,1
BU1,Category 2,Category 2D,341934,Item UDH,Channel_X,344525.0,0.0,2026-06-01,344525.0,High,1
BU1,Category 2,Category 2D,341934,Item UDH,Channel_X,341848.0,0.0,2025-03-01,341848.0,High,1
BU1,Category 2,Category 2D,341934,Item UDH,Channel_X,339835.0,0.0,2027-06-01,339835.0,High,1
BU1,Category 1,Category 1I,699988,Item KGY,Channel_X,339027.0,0.0,2026-02-01,339027.0,High,1
BU1,Category 2,Category 2D,341934,Item UDH,Channel_X,336565.0,0.0,2028-06-01,336565.0,High,1
BU1,Category 2,Category 2D,341934,Item UDH,Channel_X,336519.0,0.0,2026-03-01,336519.0,High,1
BU1,Category 2,Category 2D,341934,Item UDH,Channel_X,332642.0,0.0,2027-03-01,332642.0,High,1
BU1,Category 1,Category 1I,699988,Item KGY,Channel_X,330549.0,0.0,2027-02-01,330549.0,High,1
BU1,Category 2,Category 2D,341934,Item UDH,Channel_X,318138.0,0.0,2026-08-01,318138.0,High,1
BU1,Category 1,Category 1I,643025,Item VXM,Channel_X,316730.0,0.0,2026-06-01,316730.0,High,1
BU1,Category 1,Category 1I,699988,Item KGY,Channel_X,316143.0,0.0,2025-05-01,316143.0,High,1
BU1,Category 1,Category 1I,699988,Item KGY,Channel_X,315407.0,0.0,2025-01-01,315407.0,High,1
BU1,Category 2,Category 2D,341934,Item UDH,Channel_X,313001.0,0.0,2027-08-01,313001.0,High,1
BU1,Category 2,Category 2D,341934,Item UDH,Channel_X,311504.0,0.0,2028-08-01,311504.0,High,1
BU1,Category 1,Category 1I,699988,Item KGY,Channel_X,308013.0,0.0,2026-01-01,308013.0,High,1
BU1,Category 1,Category 1I,699988,Item KGY,Channel_X,307945.0,0.0,2025-04-01,307945.0,High,1
BU1,Category 1,Category 1I,643025,Item VXM,Channel_X,306810.0,0.0,2027-06-01,306810.0,High,1
BU1,Category 1,Category 1I,699988,Item KGY,Channel_X,304040.0,0.0,2027-05-01,304040.0,High,1
BU1,Category 1,Category 1I,699988,Item KGY,Channel_X,303607.0,0.0,2028-09-01,303607.0,High,1
BU1,Category 1,Category 1I,699988,Item KGY,Channel_X,301364.0,0.0,2026-04-01,301364.0,High,1
BU1,Category 1,Category 1I,643025,Item VXM,Channel_X,300305.0,0.0,2028-06-01,300305.0,High,1
BU1,Category 1,Category 1I,699988,Item KGY,Channel_X,299619.0,0.0,2027-01-01,299619.0,High,1
BU1,Category 2,Category 2D,341934,Item UDH,Channel_X,297332.0,0.0,2026-09-01,297332.0,High,1
BU1,Category 1,Category 1I,699988,Item KGY,Channel_X,293037.0,0.0,2027-04-01,293037.0,High,1
BU1,Category 2,Category 2D,341934,Item UDH,Channel_X,292681.0,0.0,2026-07-01,292681.0,High,1
BU1,Category 2,Category 2D,341934,Item UDH,Channel_X,292414.0,0.0,2027-09-01,292414.0,High,1
BU1,Category 1,Category 1I,643025,Item VXM,Channel_X,290603.0,0.0,2025-02-01,290603.0,High,1
BU1,Category 2,Category 2D,341934,Item UDH,Channel_X,287993.0,0.0,2027-07-01,287993.0,High,1
BU1,Category 1,Category 1I,643025,Item VXM,Channel_X,286846.0,0.0,2026-07-01,286846.0,High,1
BU1,Category 2,Category 2D,341934,Item UDH,Channel_X,286145.0,0.0,2028-07-01,286145.0,High,1
BU1,Category 2,Category 2D,341934,Item UDH,Channel_X,285275.0,0.0,2028-09-01,285275.0,High,1
BU1,Category 1,Category 1I,643025,Item VXM,Channel_X,279449.0,0.0,2026-02-01,279449.0,High,1
BU1,Category 1,Category 1I,643025,Item VXM,Channel_X,277922.0,0.0,2027-07-01,277922.0,High,1
BU1,Category 2,Category 2D,341934,Item UDH,Channel_X,274595.0,0.0,2025-02-01,274595.0,High,1
BU1,Category 1,Category 1I,643025,Item VXM,Channel_X,273853.0,0.0,2028-07-01,273853.0,High,1
BU1,Category 2,Category 2D,341934,Item UDH,Channel_X,270449.0,0.0,2026-02-01,270449.0,High,1
BU1,Category 1,Category 1I,643025,Item VXM,Channel_X,269109.0,0.0,2027-02-01,269109.0,High,1
BU1,Category 2,Category 2D,341934,Item UDH,Channel_X,267262.0,0.0,2027-02-01,267262.0,High,1
BU1,Category 1,Category 1I,643025,Item VXM,Channel_X,266003.0,0.0,2025-03-01,266003.0,High,1
BU1,Category 2,Category 2D,341934,Item UDH,Channel_X,261339.0,0.0,2025-12-01,261339.0,High,1
BU1,Category 1,Category 1I,643025,Item VXM,Channel_X,256839.0,0.0,2026-10-01,256839.0,High,1
BU1,Category 2,Category 2D,341934,Item UDH,Channel_X,256682.0,0.0,2026-12-01,256682.0,High,1
BU1,Category 1,Category 1I,643025,Item VXM,Channel_X,252976.0,0.0,2026-03-01,252976.0,High,1
BU1,Category 2,Category 2D,341934,Item UDH,Channel_X,252543.0,0.0,2027-12-01,252543.0,High,1
BU1,Category 1,Category 1I,643025,Item VXM,Channel_X,245381.0,0.0,2027-10-01,245381.0,High,1
BU1,Category 1,Category 1I,643025,Item VXM,Channel_X,245381.0,0.0,2028-10-01,245381.0,High,1
BU1,Category 1,Category 1I,643025,Item VXM,Channel_X,243483.0,0.0,2026-09-01,243483.0,High,1
BU1,Category 1,Category 1I,643025,Item VXM,Channel_X,242074.0,0.0,2027-03-01,242074.0,High,1
BU1,Category 1,Category 1I,765537,Item SJW,Channel_X,238886.0,0.0,2026-05-01,238886.0,High,1
BU1,Category 1,Category 1I,765537,Item SJW,Channel_X,238836.0,0.0,2025-03-01,238836.0,High,1
BU1,Category 2,Category 2D,341934,Item UDH,Channel_X,235033.0,0.0,2026-05-01,235033.0,High,1
BU1,Category 1,Category 1I,765537,Item SJW,Channel_X,234844.0,0.0,2026-03-01,234844.0,High,1
BU1,Category 1,Category 1I,765537,Item SJW,Channel_X,233062.0,0.0,2027-03-01,233062.0,High,1
BU1,Category 1,Category 1I,643025,Item VXM,Channel_X,228967.0,0.0,2027-09-01,228967.0,High,1
BU1,Category 2,Category 2D,341934,Item UDH,Channel_X,221953.0,0.0,2025-04-01,221953.0,High,1
BU1,Category 1,Category 1I,643025,Item VXM,Channel_X,221137.0,0.0,2026-08-01,221137.0,High,1
BU1,Category 2,Category 2D,341934,Item UDH,Channel_X,221010.0,0.0,2025-01-01,221010.0,High,1
BU1,Category 1,Category 1I,699988,Item KGY,Channel_X,219495.0,0.0,2026-10-01,219495.0,High,1
BU1,Category 2,Category 2D,341934,Item UDH,Channel_X,218243.0,0.0,2026-04-01,218243.0,High,1
BU1,Category 2,Category 2D,341934,Item UDH,Channel_X,217222.0,0.0,2026-01-01,217222.0,High,1
BU1,Category 2,Category 2D,341934,Item UDH,Channel_X,217089.0,0.0,2025-05-01,217089.0,High,1
BU1,Category 3,Category 3A,542294,Item RZV,Channel_X,216069.0,0.0,2025-03-01,216069.0,High,1
BU1,Category 2,Category 2D,341934,Item UDH,Channel_X,214873.0,0.0,2027-04-01,214873.0,High,1
BU1,Category 2,Category 2D,341934,Item UDH,Channel_X,213251.0,0.0,2027-01-01,213251.0,High,1
BU1,Category 1,Category 1I,699988,Item KGY,Channel_X,212880.0,0.0,2027-10-01,212880.0,High,1
BU1,Category 2,Category 2D,341934,Item UDH,Channel_X,211058.0,0.0,2027-05-01,211058.0,High,1
BU1,Category 1,Category 1I,643025,Item VXM,Channel_X,211054.0,0.0,2027-08-01,211054.0,High,1
BU1,Category 3,Category 3A,542294,Item RZV,Channel_X,210605.0,0.0,2026-03-01,210605.0,High,1
BU1,Category 3,Category 3A,542294,Item RZV,Channel_X,205878.0,0.0,2027-03-01,205878.0,High,1
BU1,Category 3,Category 3A,542294,Item RZV,Channel_X,205864.0,0.0,2026-06-01,205864.0,High,1
BU1,Category 1,Category 1I,765537,Item SJW,Channel_X,205235.0,0.0,2025-12-01,205235.0,High,1
BU1,Category 1,Category 1I,643025,Item VXM,Channel_X,202690.0,0.0,2026-05-01,202690.0,High,1
BU1,Category 1,Category 1I,765537,Item SJW,Channel_X,201015.0,0.0,2026-12-01,201015.0,High,1
BU1,Category 1,Category 1I,765537,Item SJW,Channel_X,200297.0,0.0,2026-09-01,200297.0,High,1
BU1,Category 3,Category 3A,542294,Item RZV,Channel_X,199914.0,0.0,2027-06-01,199914.0,High,1
BU1,Category 1,Category 1I,822517,Item BQM,Channel_X,199056.0,0.0,2028-09-01,199056.0,High,1
BU1,Category 1,Category 1I,765537,Item SJW,Channel_X,198776.0,0.0,2027-12-01,198776.0,High,1
BU1,Category 1,Category 1I,765537,Item SJW,Channel_X,198338.0,0.0,2027-09-01,198338.0,High,1
BU1,Category 1,Category 1I,822517,Item BQM,Channel_X,197668.0,0.0,2027-09-01,197668.0,High,1
BU1,Category 1,Category 1I,822517,Item BQM,Channel_X,197173.0,0.0,2026-09-01,197173.0,High,1
BU1,Category 1,Category 1I,643025,Item VXM,Channel_X,196825.0,0.0,2028-08-01,196825.0,High,1
BU1,Category 1,Category 1I,643025,Item VXM,Channel_X,196746.0,0.0,2025-12-01,196746.0,High,1
BU1,Category 3,Category 3A,542294,Item RZV,Channel_X,196353.0,0.0,2028-06-01,196353.0,High,1
BU1,Category 1,Category 1I,765537,Item SJW,Channel_X,195636.0,0.0,2028-09-01,195636.0,High,1
BU1,Category 1,Category 1I,643025,Item VXM,Channel_X,193157.0,0.0,2025-01-01,193157.0,High,1
BU1,Category 2,Category 2D,231959,Item MHJ,Channel_X,190851.0,0.0,2025-03-01,190851.0,High,1
BU1,Category 1,Category 1I,765537,Item SJW,Channel_X,190320.0,0.0,2026-06-01,190320.0,High,1
BU1,Category 1,Category 1I,765537,Item SJW,Channel_X,188547.0,0.0,2025-05-01,188547.0,High,1
BU1,Category 1,Category 1I,765537,Item SJW,Channel_X,187659.0,0.0,2027-06-01,187659.0,High,1
BU1,Category 1,Category 1I,765537,Item SJW,Channel_X,186347.0,0.0,2028-06-01,186347.0,High,1
BU1,Category 1,Category 1I,765537,Item SJW,Channel_X,185663.0,0.0,2027-05-01,185663.0,High,1
BU1,Category 2,Category 2D,231959,Item MHJ,Channel_X,185185.0,0.0,2026-03-01,185185.0,High,1
BU1,Category 1,Category 1I,765537,Item SJW,Channel_X,184637.0,0.0,2026-08-01,184637.0,High,1
BU1,Category 2,Category 2D,231959,Item MHJ,Channel_X,183976.0,0.0,2025-02-01,183976.0,High,1
BU1,Category 1,Category 1I,643025,Item VXM,Channel_X,183966.0,0.0,2026-12-01,183966.0,High,1
BU1,Category 2,Category 2D,231959,Item MHJ,Channel_X,182525.0,0.0,2027-03-01,182525.0,High,1
BU1,Category 1,Category 1I,643025,Item VXM,Channel_X,182412.0,0.0,2026-01-01,182412.0,High,1
BU1,Category 1,Category 1I,765537,Item SJW,Channel_X,181992.0,0.0,2028-08-01,181992.0,High,1
BU1,Category 1,Category 1I,765537,Item SJW,Channel_X,181802.0,0.0,2027-08-01,181802.0,High,1
BU1,Category 3,Category 3A,542294,Item RZV,Channel_X,179949.0,0.0,2026-09-01,179949.0,High,1
BU1,Category 1,Category 1I,765537,Item SJW,Channel_X,178264.0,0.0,2026-10-01,178264.0,High,1
BU1,Category 2,Category 2D,231959,Item MHJ,Channel_X,177489.0,0.0,2026-02-01,177489.0,High,1
BU1,Category 2,Category 2D,231959,Item MHJ,Channel_X,176715.0,0.0,2026-06-01,176715.0,High,1
BU1,Category 1,Category 1I,765537,Item SJW,Channel_X,176420.0,0.0,2027-10-01,176420.0,High,1
BU1,Category 1,Category 1I,765537,Item SJW,Channel_X,175791.0,0.0,2026-07-01,175791.0,High,1
BU1,Category 1,Category 1I,643025,Item VXM,Channel_X,174770.0,0.0,2025-05-01,174770.0,High,1
BU1,Category 2,Category 2D,231959,Item MHJ,Channel_X,174081.0,0.0,2027-02-01,174081.0,High,1
BU1,Category 3,Category 3A,542294,Item RZV,Channel_X,173661.0,0.0,2026-07-01,173661.0,High,1
BU1,Category 1,Category 1I,643025,Item VXM,Channel_X,173642.0,0.0,2027-12-01,173642.0,High,1
BU1,Category 3,Category 3A,542294,Item RZV,Channel_X,173533.0,0.0,2027-09-01,173533.0,High,1
BU1,Category 1,Category 1I,765537,Item SJW,Channel_X,173103.0,0.0,2027-07-01,173103.0,High,1
BU1,Category 2,Category 2D,231959,Item MHJ,Channel_X,172615.0,0.0,2028-06-01,172615.0,High,1
BU1,Category 2,Category 2D,231959,Item MHJ,Channel_X,172604.0,0.0,2027-06-01,172604.0,High,1
BU1,Category 1,Category 1I,765537,Item SJW,Channel_X,172563.0,0.0,2028-07-01,172563.0,High,1
BU1,Category 1,Category 1I,765537,Item SJW,Channel_X,172283.0,0.0,2025-04-01,172283.0,High,1
BU1,Category 1,Category 1I,643025,Item VXM,Channel_X,171945.0,0.0,2027-01-01,171945.0,High,1
BU1,Category 3,Category 3A,542294,Item RZV,Channel_X,171326.0,0.0,2028-09-01,171326.0,High,1
BU1,Category 1,Category 1I,822517,Item BQM,Channel_X,171084.0,0.0,2025-01-01,171084.0,High,1
BU1,Category 1,Category 1I,822517,Item BQM,Channel_X,170585.0,0.0,2027-01-01,170585.0,High,1
BU1,Category 1,Category 1I,822517,Item BQM,Channel_X,170368.0,0.0,2026-01-01,170368.0,High,1
BU1,Category 1,Category 1I,765537,Item SJW,Channel_X,170099.0,0.0,2026-04-01,170099.0,High,1
BU1,Category 3,Category 3A,542294,Item RZV,Channel_X,168699.0,0.0,2027-07-01,168699.0,High,1
BU1,Category 1,Category 1I,765537,Item SJW,Channel_X,168444.0,0.0,2027-04-01,168444.0,High,1
BU1,Category 3,Category 3A,542294,Item RZV,Channel_X,168388.0,0.0,2025-02-01,168388.0,High,1
BU1,Category 1,Category 1I,699988,Item KGY,Channel_X,166893.0,0.0,2025-11-01,166893.0,High,1
BU1,Category 1,Category 1I,643025,Item VXM,Channel_X,166419.0,0.0,2025-04-01,166419.0,High,1
BU1,Category 3,Category 3A,542294,Item RZV,Channel_X,166282.0,0.0,2028-07-01,166282.0,High,1
BU1,Category 3,Category 3A,542294,Item RZV,Channel_X,165600.0,0.0,2026-08-01,165600.0,High,1
BU1,Category 3,Category 3A,542294,Item RZV,Channel_X,163294.0,0.0,2026-02-01,163294.0,High,1
BU1,Category 1,Category 1I,643025,Item VXM,Channel_X,161922.0,0.0,2025-11-01,161922.0,High,1
BU1,Category 2,Category 2D,341934,Item UDH,Channel_X,160945.0,0.0,2026-10-01,160945.0,High,1
BU1,Category 3,Category 3A,542294,Item RZV,Channel_X,160890.0,0.0,2027-08-01,160890.0,High,1
BU1,Category 1,Category 1I,643025,Item VXM,Channel_X,160626.0,0.0,2027-05-01,160626.0,High,1
BU1,Category 3,Category 3A,542294,Item RZV,Channel_X,159071.0,0.0,2025-12-01,159071.0,High,1
BU1,Category 1,Category 1I,699988,Item KGY,Channel_X,159047.0,0.0,2026-11-01,159047.0,High,1
BU1,Category 3,Category 3A,542294,Item RZV,Channel_X,158756.0,0.0,2028-08-01,158756.0,High,1
BU1,Category 3,Category 3A,542294,Item RZV,Channel_X,158257.0,0.0,2027-02-01,158257.0,High,1
BU1,Category 2,Category 2D,341934,Item UDH,Channel_X,156753.0,0.0,2027-10-01,156753.0,High,1
BU1,Category 2,Category 2D,231959,Item MHJ,Channel_X,156554.0,0.0,2026-07-01,156554.0,High,1
BU1,Category 1,Category 1I,643025,Item VXM,Channel_X,156525.0,0.0,2026-04-01,156525.0,High,1
BU1,Category 1,Category 1I,822517,Item BQM,Channel_X,156494.0,0.0,2028-07-01,156494.0,High,1
BU1,Category 1,Category 1I,822517,Item BQM,Channel_X,156476.0,0.0,2026-07-01,156476.0,High,1
BU1,Category 1,Category 1I,822517,Item BQM,Channel_X,156306.0,0.0,2025-03-01,156306.0,High,1
BU1,Category 1,Category 1I,822517,Item BQM,Channel_X,155972.0,0.0,2027-07-01,155972.0,High,1
BU1,Category 1,Category 1I,822517,Item BQM,Channel_X,155007.0,0.0,2027-03-01,155007.0,High,1
BU1,Category 1,Category 1I,822517,Item BQM,Channel_X,154658.0,0.0,2026-03-01,154658.0,High,1
BU1,Category 2,Category 2D,231959,Item MHJ,Channel_X,154614.0,0.0,2026-09-01,154614.0,High,1
BU1,Category 1,Category 1I,765537,Item SJW,Channel_X,154475.0,0.0,2025-02-01,154475.0,High,1
BU1,Category 2,Category 2D,231959,Item MHJ,Channel_X,153664.0,0.0,2028-07-01,153664.0,High,1
BU1,Category 1,Category 1I,699988,Item KGY,Channel_X,153158.0,0.0,2027-11-01,153158.0,High,1
BU1,Category 3,Category 3A,542294,Item RZV,Channel_X,152915.0,0.0,2026-12-01,152915.0,High,1
BU1,Category 2,Category 2D,231959,Item MHJ,Channel_X,152895.0,0.0,2027-07-01,152895.0,High,1
BU1,Category 1,Category 1I,765537,Item SJW,Channel_X,152815.0,0.0,2028-10-01,152815.0,High,1
BU1,Category 1,Category 1I,822517,Item BQM,Channel_X,151095.0,0.0,2028-08-01,151095.0,High,1
BU1,Category 1,Category 1I,765537,Item SJW,Channel_X,150755.0,0.0,2026-02-01,150755.0,High,1
BU1,Category 1,Category 1I,643025,Item VXM,Channel_X,149819.0,0.0,2026-11-01,149819.0,High,1
BU1,Category 1,Category 1I,822517,Item BQM,Channel_X,149755.0,0.0,2026-08-01,149755.0,High,1
BU1,Category 3,Category 3A,542294,Item RZV,Channel_X,149711.0,0.0,2025-01-01,149711.0,High,1
BU1,Category 1,Category 1I,699988,Item KGY,Channel_X,149362.0,0.0,2028-10-01,149362.0,High,1
BU1,Category 2,Category 2D,515864,Item VSE,Channel_X,149251.0,0.0,2025-03-01,149251.0,High,1
BU1,Category 1,Category 1I,643025,Item VXM,Channel_X,149189.0,0.0,2027-04-01,149189.0,High,1
BU1,Category 1,Category 1I,765537,Item SJW,Channel_X,149124.0,0.0,2027-02-01,149124.0,High,1
BU1,Category 1,Category 1I,822517,Item BQM,Channel_X,148929.0,0.0,2027-08-01,148929.0,High,1
BU1,Category 1,Category 1I,765537,Item SJW,Channel_X,148868.0,0.0,2025-01-01,148868.0,High,1
BU1,Category 2,Category 2D,231959,Item MHJ,Channel_X,148762.0,0.0,2027-09-01,148762.0,High,1
BU1,Category 3,Category 3A,542294,Item RZV,Channel_X,147742.0,0.0,2027-12-01,147742.0,High,1
BU1,Category 1,Category 1I,765537,Item SJW,Channel_X,145755.0,0.0,2026-01-01,145755.0,High,1
BU1,Category 3,Category 3A,542294,Item RZV,Channel_X,144646.0,0.0,2026-01-01,144646.0,High,1
BU1,Category 1,Category 1I,765537,Item SJW,Channel_X,143948.0,0.0,2027-01-01,143948.0,High,1
BU1,Category 1,Category 1I,822517,Item BQM,Channel_X,142902.0,0.0,2025-02-01,142902.0,High,1
BU1,Category 2,Category 2D,515864,Item VSE,Channel_X,142540.0,0.0,2026-03-01,142540.0,High,1
BU1,Category 1,Category 1I,822517,Item BQM,Channel_X,142440.0,0.0,2025-11-01,142440.0,High,1
BU1,Category 1,Category 1I,822517,Item BQM,Channel_X,142237.0,0.0,2027-11-01,142237.0,High,1
BU1,Category 1,Category 1I,822517,Item BQM,Channel_X,141967.0,0.0,2026-11-01,141967.0,High,1
BU1,Category 1,Category 1I,822517,Item BQM,Channel_X,141644.0,0.0,2027-02-01,141644.0,High,1
BU1,Category 1,Category 1I,822517,Item BQM,Channel_X,141158.0,0.0,2026-02-01,141158.0,High,1
BU1,Category 1,Category 1I,643025,Item VXM,Channel_X,140158.0,0.0,2027-11-01,140158.0,High,1
BU1,Category 1,Category 1I,822517,Item BQM,Channel_X,139849.0,0.0,2025-12-01,139849.0,High,1
BU1,Category 3,Category 3A,542294,Item RZV,Channel_X,139580.0,0.0,2027-01-01,139580.0,High,1
BU1,Category 1,Category 1I,822517,Item BQM,Channel_X,139348.0,0.0,2027-12-01,139348.0,High,1
BU1,Category 1,Category 1I,822517,Item BQM,Channel_X,139201.0,0.0,2026-12-01,139201.0,High,1
BU1,Category 2,Category 2D,515864,Item VSE,Channel_X,137514.0,0.0,2027-03-01,137514.0,High,1
BU1,Category 1,Category 1I,822517,Item BQM,Channel_X,136932.0,0.0,2026-05-01,136932.0,High,1
BU1,Category 2,Category 2D,231959,Item MHJ,Channel_X,136645.0,0.0,2026-10-01,136645.0,High,1
BU1,Category 1,Category 1I,822517,Item BQM,Channel_X,134276.0,0.0,2026-06-01,134276.0,High,1
BU1,Category 1,Category 1I,822517,Item BQM,Channel_X,133583.0,0.0,2027-06-01,133583.0,High,1
BU1,Category 1,Category 1I,822517,Item BQM,Channel_X,133550.0,0.0,2028-06-01,133550.0,High,1
BU1,Category 1,Category 1I,822517,Item BQM,Channel_X,132240.0,0.0,2028-10-01,132240.0,High,1
BU1,Category 1,Category 1I,822517,Item BQM,Channel_X,132240.0,0.0,2027-10-01,132240.0,High,1
BU1,Category 2,Category 2D,231959,Item MHJ,Channel_X,132233.0,0.0,2028-10-01,132233.0,High,1
BU1,Category 2,Category 2D,231959,Item MHJ,Channel_X,132233.0,0.0,2027-10-01,132233.0,High,1
BU1,Category 1,Category 1I,822517,Item BQM,Channel_X,132109.0,0.0,2026-10-01,132109.0,High,1
BU1,Category 1,Category 1I,765537,Item SJW,Channel_X,132029.0,0.0,2025-11-01,132029.0,High,1
BU1,Category 2,Category 2D,341934,Item UDH,Channel_X,131397.0,0.0,2025-11-01,131397.0,High,1
BU1,Category 2,Category 2D,341934,Item UDH,Channel_X,128591.0,0.0,2026-11-01,128591.0,High,1
BU1,Category 1,Category 1I,765537,Item SJW,Channel_X,128087.0,0.0,2026-11-01,128087.0,High,1
BU1,Category 2,Category 2D,231959,Item MHJ,Channel_X,127594.0,0.0,2026-08-01,127594.0,High,1
BU1,Category 1,Category 1I,765537,Item SJW,Channel_X,126692.0,0.0,2027-11-01,126692.0,High,1
BU1,Category 3,Category 3C,472399,Item TQU,Channel_X,125949.0,0.0,2026-12-01,125949.0,High,1
BU1,Category 2,Category 2D,341934,Item UDH,Channel_X,124497.0,0.0,2027-11-01,124497.0,High,1
BU1,Category 2,Category 2D,231959,Item MHJ,Channel_X,123082.0,0.0,2027-08-01,123082.0,High,1
BU1,Category 3,Category 3A,542294,Item RZV,Channel_X,120517.0,0.0,2026-05-01,120517.0,High,1
BU1,Category 2,Category 2D,341934,Item UDH,Channel_X,119873.0,0.0,2028-10-01,119873.0,High,1
BU1,Category 2,Category 2D,231959,Item MHJ,Channel_X,118627.0,0.0,2028-08-01,118627.0,High,1
BU1,Category 1,Category 1K,875950,Item KFN,Channel_X,116873.0,0.0,2025-02-01,116873.0,High,1
BU1,Category 1,Category 1I,822517,Item BQM,Channel_X,115112.0,0.0,2025-05-01,115112.0,High,1
BU1,Category 1,Category 1I,822517,Item BQM,Channel_X,115088.0,0.0,2027-05-01,115088.0,High,1
BU1,Category 2,Category 2D,231959,Item MHJ,Channel_X,113656.0,0.0,2025-12-01,113656.0,High,1
BU1,Category 1,Category 1K,875950,Item KFN,Channel_X,113371.0,0.0,2027-12-01,113371.0,High,1
BU1,Category 3,Category 3A,542294,Item RZV,Channel_X,111473.0,0.0,2025-05-01,111473.0,High,1
BU1,Category 3,Category 3C,472399,Item TQU,Channel_X,110434.0,0.0,2026-03-01,110434.0,High,1
BU1,Category 3,Category 3A,542294,Item RZV,Channel_X,110335.0,0.0,2026-10-01,110335.0,High,1
BU1,Category 2,Category 2D,231959,Item MHJ,Channel_X,108988.0,0.0,2025-04-01,108988.0,High,1
BU1,Category 3,Category 3A,542294,Item RZV,Channel_X,108602.0,0.0,2027-05-01,108602.0,High,1
BU1,Category 2,Category 2D,231959,Item MHJ,Channel_X,108031.0,0.0,2026-12-01,108031.0,High,1
BU1,Category 3,Category 3A,542294,Item RZV,Channel_X,106947.0,0.0,2028-10-01,106947.0,High,1
BU1,Category 3,Category 3A,542294,Item RZV,Channel_X,106947.0,0.0,2027-10-01,106947.0,High,1
BU1,Category 1,Category 1K,875950,Item KFN,Channel_X,106858.0,0.0,2026-12-01,106858.0,High,1
BU1,Category 2,Category 2D,231959,Item MHJ,Channel_X,106548.0,0.0,2026-05-01,106548.0,High,1
BU1,Category 1,Category 1I,822517,Item BQM,Channel_X,106419.0,0.0,2025-04-01,106419.0,High,1
BU1,Category 3,Category 3A,542294,Item RZV,Channel_X,105460.0,0.0,2025-04-01,105460.0,High,1
BU1,Category 1,Category 1K,875950,Item KFN,Channel_X,105303.0,0.0,2026-03-01,105303.0,High,1
BU1,Category 1,Category 1K,875950,Item KFN,Channel_X,105303.0,0.0,2027-03-01,105303.0,High,1
BU1,Category 1,Category 1I,822517,Item BQM,Channel_X,105114.0,0.0,2026-04-01,105114.0,High,1
BU1,Category 2,Category 2D,231959,Item MHJ,Channel_X,105057.0,0.0,2026-04-01,105057.0,High,1
