Business Unit,PH1,PH2,Item Code,Item Description,Sales Channel,Month,Year,Stat Forecast,Actual Amount
BU1,Category 3,Category 3F,569561,Item SCX,Channel_X,Feb,2024, -   ," 42,147 "
BU1,Category 3,Category 3F,692213,Item AEG,Channel_X,Sep,2024, -   , 547 
BU1,Category 3,Category 3F,342295,Item KMA,Channel_X,Jan,2024, -   , 972 
BU1,Category 3,Category 3F,692213,Item AEG,Channel_X,Jun,2025, -   ," 4,176 "
BU1,Category 3,Category 3F,569561,Item SCX,Channel_X,Sep,2024, -   ," 44,135 "
BU1,Category 3,Category 3F,342295,Item KMA,Channel_X,Feb,2024, -   , 518 
BU1,Category 3,Category 3F,569561,Item SCX,Channel_X,Aug,2024, -   ," 32,162 "
BU1,Category 3,Category 3F,342295,Item KMA,Channel_X,Apr,2023, -   ," 1,037 "
BU1,Category 3,Category 3F,342295,Item KMA,Channel_X,Feb,2023, -   , 324 
BU1,Category 3,Category 3F,692213,Item AEG,Channel_X,Aug,2025, -   ," 2,822 "
BU1,Category 3,Category 3F,692213,Item AEG,Channel_X,Feb,2024, -   ," 2,189 "
BU1,Category 3,Category 3F,569561,Item SCX,Channel_X,May,2023, -   ," 45,384 "
BU1,Category 3,Category 3F,342295,Item KMA,Channel_X,May,2023, -   ," 1,296 "
BU1,Category 3,Category 3F,569561,Item SCX,Channel_X,Feb,2023, -   ," 72,511 "
BU1,Category 3,Category 3F,342295,Item KMA,Channel_X,Jun,2024, -   , 583 
BU1,Category 3,Category 3F,342295,Item KMA,Channel_X,Mar,2024, -   , 583 
BU1,Category 3,Category 3F,569561,Item SCX,Channel_X,Nov,2024, -   ," 24,573 "
BU1,Category 3,Category 3F,692213,Item AEG,Channel_X,Nov,2024, -   ," 2,132 "
BU1,Category 3,Category 3F,342295,Item KMA,Channel_X,Jan,2023, -   , 778 
BU1,Category 3,Category 3F,692213,Item AEG,Channel_X,Oct,2024, -   , 749 
BU1,Category 3,Category 3F,569561,Item SCX,Channel_X,Mar,2023, -   ," 77,239 "
BU1,Category 3,Category 3F,342295,Item KMA,Channel_X,Nov,2024, -   , 194 
BU1,Category 3,Category 3F,342295,Item KMA,Channel_X,Jul,2025, -   ," 1,037 "
BU1,Category 3,Category 3F,569561,Item SCX,Channel_X,Jul,2024, -   ," 34,223 "
BU1,Category 3,Category 3F,569561,Item SCX,Channel_X,Dec,2023, -   ," 27,587 "
BU1,Category 3,Category 3F,342295,Item KMA,Channel_X,Mar,2023, -   , 518 
BU1,Category 3,Category 3F,692213,Item AEG,Channel_X,May,2023, -   , 58 
BU1,Category 3,Category 3F,342295,Item KMA,Channel_X,Aug,2024, -   ," 1,166 "
BU1,Category 3,Category 3F,342295,Item KMA,Channel_X,Aug,2025, -   , 194 
BU1,Category 3,Category 3F,342295,Item KMA,Channel_X,Apr,2024, -   , 130 
BU1,Category 3,Category 3F,569561,Item SCX,Channel_X,Oct,2024, -   ," 28,613 "
BU1,Category 3,Category 3F,342295,Item KMA,Channel_X,Oct,2025, -   , 454 
BU1,Category 3,Category 3F,569561,Item SCX,Channel_X,Mar,2024, -   ," 45,150 "
BU1,Category 4,Category 4A,311241,Item GMA,Channel_X,Sep,2026," 1,03,182 ", -   
BU1,Category 4,Category 4A,311241,Item GMA,Channel_X,Sep,2027," 1,00,680 ", -   
BU1,Category 4,Category 4A,311241,Item GMA,Channel_X,Dec,2025," 99,202 ", -   
BU1,Category 4,Category 4A,311241,Item GMA,Channel_X,Dec,2026," 96,898 ", -   
BU1,Category 4,Category 4A,311241,Item GMA,Channel_X,Dec,2027," 95,109 ", -   
BU1,Category 4,Category 4A,311241,Item GMA,Channel_X,Sep,2028," 91,414 ", -   
BU1,Category 4,Category 4A,311241,Item GMA,Channel_X,May,2026," 84,807 ", -   
BU1,Category 4,Category 4A,311241,Item GMA,Channel_X,Jul,2026," 83,567 ", -   
BU1,Category 4,Category 4A,311241,Item GMA,Channel_X,Jul,2028," 81,392 ", -   
BU1,Category 4,Category 4A,311241,Item GMA,Channel_X,Mar,2025," 81,287 ", -   
BU1,Category 4,Category 4A,311241,Item GMA,Channel_X,Jul,2027," 81,194 ", -   
BU1,Category 4,Category 4A,311241,Item GMA,Channel_X,Mar,2026," 78,843 ", -   
BU1,Category 4,Category 4A,311241,Item GMA,Channel_X,Mar,2027," 77,544 ", -   
BU1,Category 4,Category 4A,311241,Item GMA,Channel_X,May,2025," 77,384 ", -   
BU1,Category 4,Category 4A,311241,Item GMA,Channel_X,Feb,2025," 76,381 ", -   
BU1,Category 4,Category 4A,311241,Item GMA,Channel_X,May,2027," 75,079 ", -   
BU1,Category 4,Category 4A,311241,Item GMA,Channel_X,Feb,2026," 74,410 ", -   
BU1,Category 4,Category 4A,311241,Item GMA,Channel_X,Feb,2027," 73,256 ", -   
BU1,Category 4,Category 4A,311241,Item GMA,Channel_X,Apr,2025," 70,458 ", -   
BU1,Category 4,Category 4A,311241,Item GMA,Channel_X,Jun,2026," 70,230 ", -   
BU1,Category 4,Category 4A,311241,Item GMA,Channel_X,Apr,2026," 68,486 ", -   
BU1,Category 4,Category 4A,311241,Item GMA,Channel_X,Oct,2026," 67,785 ", -   
BU1,Category 4,Category 4A,311241,Item GMA,Channel_X,Apr,2027," 67,582 ", -   
BU1,Category 4,Category 4A,311241,Item GMA,Channel_X,Jun,2027," 67,582 ", -   
BU1,Category 4,Category 4A,311241,Item GMA,Channel_X,Jun,2028," 67,581 ", -   
BU1,Category 4,Category 4A,311241,Item GMA,Channel_X,Jan,2025," 66,316 ", -   
BU1,Category 4,Category 4A,311241,Item GMA,Channel_X,Oct,2027," 66,018 ", -   
BU1,Category 4,Category 4A,311241,Item GMA,Channel_X,Jan,2026," 64,549 ", -   
BU1,Category 4,Category 4A,311241,Item GMA,Channel_X,Jan,2027," 63,227 ", -   
BU1,Category 4,Category 4A,311241,Item GMA,Channel_X,Nov,2025," 56,726 ", -   
BU1,Category 4,Category 4A,311241,Item GMA,Channel_X,Nov,2026," 53,777 ", -   
BU1,Category 4,Category 4A,311241,Item GMA,Channel_X,Nov,2027," 52,891 ", -   
BU1,Category 4,Category 4A,311241,Item GMA,Channel_X,Aug,2026," 49,021 ", -   
BU1,Category 4,Category 4A,509479,Item SHU,Channel_X,Dec,2025," 47,342 ", -   
BU1,Category 4,Category 4A,311241,Item GMA,Channel_X,Aug,2028," 46,796 ", -   
BU1,Category 4,Category 4A,311241,Item GMA,Channel_X,Aug,2027," 46,687 ", -   
BU1,Category 4,Category 4A,509479,Item SHU,Channel_X,Dec,2026," 45,641 ", -   
BU1,Category 4,Category 4A,509479,Item SHU,Channel_X,Dec,2027," 45,104 ", -   
BU1,Category 4,Category 4A,509479,Item SHU,Channel_X,Sep,2026," 44,430 ", -   
BU1,Category 4,Category 4A,509479,Item SHU,Channel_X,Mar,2025," 44,196 ", -   
BU1,Category 4,Category 4A,509479,Item SHU,Channel_X,Sep,2027," 42,911 ", -   
BU1,Category 4,Category 4A,509479,Item SHU,Channel_X,Mar,2026," 42,623 ", -   
BU1,Category 4,Category 4A,509479,Item SHU,Channel_X,Jun,2028," 42,328 ", -   
BU1,Category 4,Category 4A,509479,Item SHU,Channel_X,Mar,2027," 42,183 ", -   
BU1,Category 4,Category 4A,509479,Item SHU,Channel_X,Jun,2026," 42,002 ", -   
BU1,Category 4,Category 4A,509479,Item SHU,Channel_X,Jun,2027," 41,392 ", -   
BU1,Category 4,Category 4A,195122,Item UBM,Channel_X,Feb,2025," 40,326 ", -   
BU1,Category 4,Category 4A,195122,Item UBM,Channel_X,Feb,2027," 39,848 ", -   
BU1,Category 4,Category 4A,513091,Item VFO,Channel_X,Jun,2026," 39,808 ", -   
BU1,Category 4,Category 4A,195122,Item UBM,Channel_X,Feb,2026," 39,684 ", -   
BU1,Category 4,Category 4A,513091,Item VFO,Channel_X,Jun,2027," 39,285 ", -   
BU1,Category 4,Category 4A,311241,Item GMA,Channel_X,Oct,2028," 39,245 ", -   
BU1,Category 4,Category 4A,513091,Item VFO,Channel_X,Jun,2028," 39,228 ", -   
BU1,Category 4,Category 4A,509479,Item SHU,Channel_X,Jul,2026," 38,724 ", -   
BU1,Category 4,Category 4A,509479,Item SHU,Channel_X,Jul,2028," 38,618 ", -   
BU1,Category 4,Category 4A,509479,Item SHU,Channel_X,Jul,2027," 38,020 ", -   
BU1,Category 4,Category 4A,509479,Item SHU,Channel_X,Feb,2025," 37,482 ", -   
BU1,Category 4,Category 4A,509479,Item SHU,Channel_X,Feb,2026," 36,233 ", -   
BU1,Category 4,Category 4A,509479,Item SHU,Channel_X,Feb,2027," 35,749 ", -   
BU1,Category 4,Category 4A,509479,Item SHU,Channel_X,Aug,2026," 35,497 ", -   
BU1,Category 4,Category 4A,509479,Item SHU,Channel_X,Aug,2028," 34,862 ", -   
BU1,Category 4,Category 4A,509479,Item SHU,Channel_X,Aug,2027," 34,407 ", -   
BU1,Category 4,Category 4A,509479,Item SHU,Channel_X,Apr,2025," 33,674 ", -   
BU1,Category 4,Category 4A,509479,Item SHU,Channel_X,May,2026," 33,647 ", -   
BU1,Category 4,Category 4A,513091,Item VFO,Channel_X,Feb,2025," 33,624 ", -   
BU1,Category 4,Category 4A,509479,Item SHU,Channel_X,Jan,2025," 33,290 ", -   
BU1,Category 4,Category 4A,513091,Item VFO,Channel_X,Feb,2026," 33,051 ", -   
BU1,Category 4,Category 4A,509479,Item SHU,Channel_X,Apr,2026," 32,854 ", -   
BU1,Category 4,Category 4A,509479,Item SHU,Channel_X,Oct,2026," 32,747 ", -   
BU1,Category 4,Category 4A,509479,Item SHU,Channel_X,Apr,2027," 32,694 ", -   
BU1,Category 4,Category 4A,513091,Item VFO,Channel_X,Feb,2027," 32,352 ", -   
BU1,Category 4,Category 4A,509479,Item SHU,Channel_X,Jan,2026," 32,043 ", -   
BU1,Category 4,Category 4A,509479,Item SHU,Channel_X,Oct,2027," 31,989 ", -   
BU1,Category 4,Category 4A,509479,Item SHU,Channel_X,Oct,2028," 31,989 ", -   
BU1,Category 4,Category 4A,195122,Item UBM,Channel_X,Mar,2025," 31,562 ", -   
BU1,Category 4,Category 4A,509479,Item SHU,Channel_X,Jan,2027," 31,545 ", -   
BU1,Category 4,Category 4A,509479,Item SHU,Channel_X,Sep,2028," 31,154 ", -   
BU1,Category 4,Category 4A,195122,Item UBM,Channel_X,Mar,2027," 30,936 ", -   
BU1,Category 4,Category 4A,509479,Item SHU,Channel_X,Nov,2025," 30,840 ", -   
BU1,Category 4,Category 4A,195122,Item UBM,Channel_X,Mar,2026," 30,780 ", -   
BU1,Category 4,Category 4A,513091,Item VFO,Channel_X,Mar,2025," 30,018 ", -   
BU1,Category 4,Category 4A,513091,Item VFO,Channel_X,Jan,2025," 29,671 ", -   
BU1,Category 4,Category 4A,513091,Item VFO,Channel_X,Dec,2025," 29,478 ", -   
BU1,Category 4,Category 4A,513091,Item VFO,Channel_X,Mar,2026," 29,448 ", -   
BU1,Category 4,Category 4A,513091,Item VFO,Channel_X,Jan,2026," 29,211 ", -   
BU1,Category 4,Category 4A,509479,Item SHU,Channel_X,Nov,2026," 29,179 ", -   
BU1,Category 4,Category 4A,513091,Item VFO,Channel_X,Jan,2027," 29,129 ", -   
BU1,Category 4,Category 4A,509479,Item SHU,Channel_X,May,2025," 29,018 ", -   
BU1,Category 4,Category 4A,513091,Item VFO,Channel_X,Mar,2027," 28,819 ", -   
BU1,Category 4,Category 4A,513091,Item VFO,Channel_X,Dec,2026," 28,709 ", -   
BU1,Category 4,Category 4A,509479,Item SHU,Channel_X,May,2027," 28,579 ", -   
BU1,Category 4,Category 4A,509479,Item SHU,Channel_X,Nov,2027," 28,520 ", -   
BU1,Category 4,Category 4A,513091,Item VFO,Channel_X,Dec,2027," 28,247 ", -   
BU1,Category 4,Category 4A,513091,Item VFO,Channel_X,May,2026," 27,504 ", -   
BU1,Category 4,Category 4A,513091,Item VFO,Channel_X,Oct,2026," 27,106 ", -   
BU1,Category 4,Category 4A,513091,Item VFO,Channel_X,Aug,2026," 26,338 ", -   
BU1,Category 4,Category 4A,513091,Item VFO,Channel_X,Oct,2027," 26,066 ", -   
BU1,Category 4,Category 4A,513091,Item VFO,Channel_X,Sep,2026," 25,937 ", -   
BU1,Category 4,Category 4A,513091,Item VFO,Channel_X,Aug,2027," 25,347 ", -   
BU1,Category 4,Category 4A,513091,Item VFO,Channel_X,Aug,2028," 25,315 ", -   
BU1,Category 4,Category 4A,513091,Item VFO,Channel_X,Sep,2027," 25,240 ", -   
BU1,Category 4,Category 4A,513091,Item VFO,Channel_X,Sep,2028," 25,051 ", -   
BU1,Category 4,Category 4A,513091,Item VFO,Channel_X,Jul,2026," 24,697 ", -   
BU1,Category 4,Category 4A,195122,Item UBM,Channel_X,Sep,2026," 24,434 ", -   
BU1,Category 4,Category 4A,195122,Item UBM,Channel_X,Sep,2027," 24,303 ", -   
BU1,Category 4,Category 4A,513091,Item VFO,Channel_X,Jul,2027," 24,293 ", -   
BU1,Category 4,Category 4A,513091,Item VFO,Channel_X,Jul,2028," 24,216 ", -   
BU1,Category 4,Category 4A,195122,Item UBM,Channel_X,Sep,2028," 23,662 ", -   
BU1,Category 4,Category 4A,513091,Item VFO,Channel_X,Apr,2025," 23,406 ", -   
BU1,Category 4,Category 4A,513091,Item VFO,Channel_X,Apr,2026," 23,190 ", -   
BU1,Category 4,Category 4A,513091,Item VFO,Channel_X,Apr,2027," 22,999 ", -   
BU1,Category 4,Category 4A,195122,Item UBM,Channel_X,Jul,2028," 22,596 ", -   
BU1,Category 4,Category 4A,195122,Item UBM,Channel_X,Jul,2026," 22,592 ", -   
BU1,Category 4,Category 4A,195122,Item UBM,Channel_X,Jul,2027," 22,420 ", -   
BU1,Category 4,Category 4A,513091,Item VFO,Channel_X,May,2025," 22,413 ", -   
BU1,Category 4,Category 4A,513091,Item VFO,Channel_X,May,2027," 21,787 ", -   
BU1,Category 4,Category 4A,195122,Item UBM,Channel_X,Oct,2027," 20,306 ", -   
BU1,Category 4,Category 4A,195122,Item UBM,Channel_X,Oct,2028," 20,306 ", -   
BU1,Category 4,Category 4A,195122,Item UBM,Channel_X,Oct,2026," 20,279 ", -   
BU1,Category 4,Category 4A,195122,Item UBM,Channel_X,Jun,2026," 20,199 ", -   
BU1,Category 4,Category 4A,195122,Item UBM,Channel_X,Jun,2028," 19,992 ", -   
BU1,Category 4,Category 4A,195122,Item UBM,Channel_X,Jun,2027," 19,939 ", -   
BU1,Category 4,Category 4A,195122,Item UBM,Channel_X,Nov,2025," 19,201 ", -   
BU1,Category 4,Category 4A,195122,Item UBM,Channel_X,Nov,2027," 18,918 ", -   
BU1,Category 4,Category 4A,195122,Item UBM,Channel_X,Nov,2026," 18,905 ", -   
BU1,Category 4,Category 4A,195122,Item UBM,Channel_X,Dec,2025," 17,259 ", -   
BU1,Category 4,Category 4A,195122,Item UBM,Channel_X,May,2026," 17,099 ", -   
BU1,Category 4,Category 4A,195122,Item UBM,Channel_X,Dec,2026," 16,911 ", -   
BU1,Category 4,Category 4A,195122,Item UBM,Channel_X,Dec,2027," 16,881 ", -   
BU1,Category 4,Category 4A,513091,Item VFO,Channel_X,Nov,2025," 16,702 ", -   
BU1,Category 4,Category 4A,513091,Item VFO,Channel_X,Oct,2028," 16,193 ", -   
BU1,Category 4,Category 4A,195122,Item UBM,Channel_X,Aug,2028," 16,170 ", -   
BU1,Category 4,Category 4A,513091,Item VFO,Channel_X,Nov,2026," 16,101 ", -   
BU1,Category 4,Category 4A,195122,Item UBM,Channel_X,Aug,2026," 15,691 ", -   
BU1,Category 4,Category 4A,513091,Item VFO,Channel_X,Nov,2027," 15,570 ", -   
BU1,Category 4,Category 4A,195122,Item UBM,Channel_X,Aug,2027," 15,491 ", -   
BU1,Category 4,Category 4A,195122,Item UBM,Channel_X,Apr,2025," 15,020 ", -   
BU1,Category 4,Category 4A,195122,Item UBM,Channel_X,Apr,2026," 14,591 ", -   
BU1,Category 4,Category 4A,195122,Item UBM,Channel_X,Apr,2027," 14,538 ", -   
BU1,Category 4,Category 4A,195122,Item UBM,Channel_X,May,2027," 13,448 ", -   
BU1,Category 4,Category 4A,195122,Item UBM,Channel_X,May,2025," 13,446 ", -   
BU1,Category 4,Category 4A,195122,Item UBM,Channel_X,Jan,2025," 10,435 ", -   
BU1,Category 4,Category 4A,195122,Item UBM,Channel_X,Jan,2027," 10,364 ", -   
BU1,Category 4,Category 4A,195122,Item UBM,Channel_X,Jan,2026," 10,229 ", -   
BU1,Category 4,Category 4A,341303,Item QYH,Channel_X,Nov,2027," 4,363 ", -   
BU1,Category 4,Category 4A,341303,Item QYH,Channel_X,Nov,2025," 4,363 ", -   
BU1,Category 4,Category 4A,341303,Item QYH,Channel_X,Nov,2026," 4,363 ", -   
BU1,Category 4,Category 4A,341303,Item QYH,Channel_X,Mar,2026," 3,002 ", -   
BU1,Category 4,Category 4A,341303,Item QYH,Channel_X,Mar,2027," 3,002 ", -   
BU1,Category 4,Category 4A,341303,Item QYH,Channel_X,Mar,2025," 3,002 ", -   
BU1,Category 4,Category 4A,341303,Item QYH,Channel_X,May,2026," 2,891 ", -   
BU1,Category 4,Category 4A,341303,Item QYH,Channel_X,Dec,2025," 2,824 ", -   
BU1,Category 4,Category 4A,341303,Item QYH,Channel_X,Dec,2026," 2,824 ", -   
BU1,Category 4,Category 4A,341303,Item QYH,Channel_X,Dec,2027," 2,824 ", -   
BU1,Category 4,Category 4A,341303,Item QYH,Channel_X,Sep,2026," 2,804 ", -   
BU1,Category 4,Category 4A,341303,Item QYH,Channel_X,Sep,2028," 2,804 ", -   
BU1,Category 4,Category 4A,341303,Item QYH,Channel_X,Sep,2027," 2,804 ", -   
BU1,Category 4,Category 4A,341303,Item QYH,Channel_X,Jun,2027," 2,788 ", -   
BU1,Category 4,Category 4A,341303,Item QYH,Channel_X,Jun,2028," 2,788 ", -   
BU1,Category 4,Category 4A,341303,Item QYH,Channel_X,Jun,2026," 2,788 ", -   
BU1,Category 4,Category 4A,341303,Item QYH,Channel_X,Feb,2026," 2,655 ", -   
BU1,Category 4,Category 4A,341303,Item QYH,Channel_X,Feb,2025," 2,655 ", -   
BU1,Category 4,Category 4A,341303,Item QYH,Channel_X,Feb,2027," 2,655 ", -   
BU1,Category 4,Category 4A,341303,Item QYH,Channel_X,Aug,2026," 2,499 ", -   
BU1,Category 4,Category 4A,341303,Item QYH,Channel_X,Aug,2028," 2,499 ", -   
BU1,Category 4,Category 4A,341303,Item QYH,Channel_X,Aug,2027," 2,499 ", -   
BU1,Category 4,Category 4A,341303,Item QYH,Channel_X,May,2027," 2,336 ", -   
BU1,Category 4,Category 4A,341303,Item QYH,Channel_X,May,2025," 2,336 ", -   
BU1,Category 4,Category 4A,341303,Item QYH,Channel_X,Jul,2026," 2,268 ", -   
BU1,Category 4,Category 4A,341303,Item QYH,Channel_X,Jul,2027," 2,268 ", -   
BU1,Category 4,Category 4A,341303,Item QYH,Channel_X,Jul,2028," 2,268 ", -   
BU1,Category 4,Category 4A,341303,Item QYH,Channel_X,Oct,2026," 2,237 ", -   
BU1,Category 4,Category 4A,341303,Item QYH,Channel_X,Oct,2027," 2,237 ", -   
BU1,Category 4,Category 4A,341303,Item QYH,Channel_X,Oct,2028," 2,237 ", -   
BU1,Category 4,Category 4A,341303,Item QYH,Channel_X,Apr,2025," 2,180 ", -   
BU1,Category 4,Category 4A,341303,Item QYH,Channel_X,Apr,2026," 2,180 ", -   
BU1,Category 4,Category 4A,341303,Item QYH,Channel_X,Apr,2027," 2,180 ", -   
BU1,Category 4,Category 4A,341303,Item QYH,Channel_X,Jan,2027," 1,923 ", -   
BU1,Category 4,Category 4A,341303,Item QYH,Channel_X,Jan,2025," 1,923 ", -   
BU1,Category 4,Category 4A,341303,Item QYH,Channel_X,Jan,2026," 1,923 ", -   
BU1,Category 4,Category 4A,763269,Item UFM,Channel_X,Nov,2025," 1,166 ", -   
BU1,Category 4,Category 4A,763269,Item UFM,Channel_X,Sep,2026," 1,118 ", -   
BU1,Category 4,Category 4A,763269,Item UFM,Channel_X,Jul,2026, 535 , -   
BU1,Category 4,Category 4A,763269,Item UFM,Channel_X,Feb,2025, 535 , -   
BU1,Category 4,Category 4A,763269,Item UFM,Channel_X,Aug,2026, 535 , -   
BU1,Category 4,Category 4A,763269,Item UFM,Channel_X,Jan,2026, 486 , -   
BU1,Category 4,Category 4A,763269,Item UFM,Channel_X,Mar,2025, 437 , -   
BU1,Category 4,Category 4A,763269,Item UFM,Channel_X,Jul,2027, 389 , -   
BU1,Category 4,Category 4A,763269,Item UFM,Channel_X,May,2026, 389 , -   
BU1,Category 4,Category 4A,763269,Item UFM,Channel_X,Feb,2026, 389 , -   
BU1,Category 4,Category 4A,763269,Item UFM,Channel_X,Dec,2026, 340 , -   
BU1,Category 4,Category 4A,763269,Item UFM,Channel_X,Jun,2027, 340 , -   
BU1,Category 4,Category 4A,763269,Item UFM,Channel_X,Mar,2026, 340 , -   
BU1,Category 4,Category 4A,763269,Item UFM,Channel_X,Apr,2025, 340 , -   
BU1,Category 4,Category 4A,763269,Item UFM,Channel_X,Aug,2027, 340 , -   
BU1,Category 4,Category 4A,763269,Item UFM,Channel_X,Oct,2027, 292 , -   
BU1,Category 4,Category 4A,763269,Item UFM,Channel_X,Nov,2027, 292 , -   
BU1,Category 4,Category 4A,763269,Item UFM,Channel_X,Sep,2027, 243 , -   
BU1,Category 4,Category 4A,763269,Item UFM,Channel_X,Nov,2026, 194 , -   
BU1,Category 4,Category 4A,763269,Item UFM,Channel_X,Jan,2025, 146 , -   
BU1,Category 4,Category 4A,763269,Item UFM,Channel_X,Apr,2026, 97 , -   
BU1,Category 4,Category 4A,763269,Item UFM,Channel_X,May,2025, 97 , -   
BU1,Category 4,Category 4A,763269,Item UFM,Channel_X,Dec,2027, 49 , -   
BU1,Category 4,Category 4A,763269,Item UFM,Channel_X,Jun,2026, 49 , -   
BU1,Category 4,Category 4A,509479,Item SHU,Channel_X,Dec,2023, -   ," 50,959 "
BU1,Category 4,Category 4A,513091,Item VFO,Channel_X,Dec,2023, -   ," 49,452 "
BU1,Category 4,Category 4A,513091,Item VFO,Channel_X,Mar,2022, -   ," 62,751 "
BU1,Category 4,Category 4A,341303,Item QYH,Channel_X,Sep,2023, -   , -   
BU1,Category 4,Category 4A,509479,Item SHU,Channel_X,Sep,2025, -   ," 56,440 "
BU1,Category 4,Category 4A,195122,Item UBM,Channel_X,Jun,2025, -   ," 18,484 "
BU1,Category 4,Category 4A,763269,Item UFM,Channel_X,Jun,2025, -   , -   
BU1,Category 4,Category 4A,311241,Item GMA,Channel_X,Aug,2025, -   ," 61,821 "
BU1,Category 4,Category 4A,509479,Item SHU,Channel_X,Jul,2025, -   ," 39,300 "
BU1,Category 4,Category 4A,509479,Item SHU,Channel_X,Sep,2024, -   ," 46,517 "
BU1,Category 4,Category 4A,513091,Item VFO,Channel_X,Dec,2024, -   ," 29,925 "
BU1,Category 4,Category 4A,195122,Item UBM,Channel_X,Oct,2024, -   ," 19,877 "
BU1,Category 4,Category 4A,311241,Item GMA,Channel_X,Dec,2022, -   ," 78,096 "
BU1,Category 4,Category 4A,763269,Item UFM,Channel_X,Nov,2023, -   , 49 
BU1,Category 4,Category 4A,195122,Item UBM,Channel_X,Oct,2025, -   ," 18,507 "
BU1,Category 4,Category 4A,341303,Item QYH,Channel_X,Sep,2025, -   ," 1,917 "
BU1,Category 4,Category 4A,763269,Item UFM,Channel_X,Oct,2025, -   , -   
BU1,Category 4,Category 4A,311241,Item GMA,Channel_X,Feb,2023, -   ," 83,112 "
BU1,Category 4,Category 4A,509479,Item SHU,Channel_X,Aug,2023, -   ," 28,469 "
BU1,Category 4,Category 4A,763269,Item UFM,Channel_X,Jul,2024, -   , -   
BU1,Category 4,Category 4A,311241,Item GMA,Channel_X,Nov,2023, -   ," 49,198 "
BU1,Category 4,Category 4A,341303,Item QYH,Channel_X,Aug,2022, -   , -   
BU1,Category 4,Category 4A,509479,Item SHU,Channel_X,May,2023, -   ," 29,743 "
BU1,Category 4,Category 4A,341303,Item QYH,Channel_X,Sep,2022, -   , -   
BU1,Category 4,Category 4A,509479,Item SHU,Channel_X,Mar,2023, -   ," 53,005 "
BU1,Category 4,Category 4A,763269,Item UFM,Channel_X,Oct,2026, -   , -   
BU1,Category 4,Category 4A,513091,Item VFO,Channel_X,Nov,2023, -   ," 29,556 "
BU1,Category 4,Category 4A,311241,Item GMA,Channel_X,Apr,2023, -   ," 63,282 "
BU1,Category 4,Category 4A,195122,Item UBM,Channel_X,Oct,2022, -   ," 15,786 "
BU1,Category 4,Category 4A,509479,Item SHU,Channel_X,Feb,2023, -   ," 39,316 "
BU1,Category 4,Category 4A,311241,Item GMA,Channel_X,Jun,2025, -   ," 74,325 "
BU1,Category 4,Category 4A,763269,Item UFM,Channel_X,Jun,2024, -   , 486 
BU1,Category 4,Category 4A,513091,Item VFO,Channel_X,Jan,2024, -   ," 29,501 "
BU1,Category 4,Category 4A,513091,Item VFO,Channel_X,Jul,2024, -   ," 35,160 "
BU1,Category 4,Category 4A,763269,Item UFM,Channel_X,Mar,2023, -   , 923 
BU1,Category 4,Category 4A,509479,Item SHU,Channel_X,Dec,2022, -   ," 53,799 "
BU1,Category 4,Category 4A,195122,Item UBM,Channel_X,Jan,2022, -   ," 18,307 "
BU1,Category 4,Category 4A,513091,Item VFO,Channel_X,Feb,2023, -   ," 46,282 "
BU1,Category 4,Category 4A,513091,Item VFO,Channel_X,Jul,2025, -   ," 24,898 "
BU1,Category 4,Category 4A,763269,Item UFM,Channel_X,Jul,2025, -   , -   
BU1,Category 4,Category 4A,763269,Item UFM,Channel_X,Jul,2028, -   , -   
BU1,Category 4,Category 4A,195122,Item UBM,Channel_X,Jul,2024, -   ," 34,490 "
BU1,Category 4,Category 4A,341303,Item QYH,Channel_X,May,2022, -   , -   
BU1,Category 4,Category 4A,341303,Item QYH,Channel_X,Feb,2024, -   ," 2,574 "
BU1,Category 4,Category 4A,763269,Item UFM,Channel_X,Jan,2027, -   , -   
BU1,Category 4,Category 4A,513091,Item VFO,Channel_X,Jun,2025, -   ," 39,474 "
BU1,Category 4,Category 4A,513091,Item VFO,Channel_X,Aug,2023, -   ," 43,007 "
BU1,Category 4,Category 4A,509479,Item SHU,Channel_X,Jul,2024, -   ," 36,548 "
BU1,Category 4,Category 4A,763269,Item UFM,Channel_X,Apr,2024, -   , 292 
BU1,Category 4,Category 4A,509479,Item SHU,Channel_X,Feb,2022, -   ," 50,985 "
BU1,Category 4,Category 4A,195122,Item UBM,Channel_X,Dec,2024, -   ," 16,127 "
BU1,Category 4,Category 4A,513091,Item VFO,Channel_X,May,2023, -   ," 21,112 "
BU1,Category 4,Category 4A,311241,Item GMA,Channel_X,Oct,2023, -   ," 1,23,766 "
BU1,Category 4,Category 4A,195122,Item UBM,Channel_X,Jan,2023, -   ," 19,593 "
BU1,Category 4,Category 4A,341303,Item QYH,Channel_X,Mar,2024, -   ," 3,717 "
BU1,Category 4,Category 4A,509479,Item SHU,Channel_X,Mar,2022, -   ," 44,352 "
BU1,Category 4,Category 4A,763269,Item UFM,Channel_X,Jun,2023, -   , -   
BU1,Category 4,Category 4A,509479,Item SHU,Channel_X,Aug,2025, -   ," 36,591 "
BU1,Category 4,Category 4A,341303,Item QYH,Channel_X,Sep,2024, -   , 238 
BU1,Category 4,Category 4A,311241,Item GMA,Channel_X,Jul,2024, -   ," 80,528 "
BU1,Category 4,Category 4A,513091,Item VFO,Channel_X,Aug,2022, -   ," 40,388 "
BU1,Category 4,Category 4A,195122,Item UBM,Channel_X,Aug,2025, -   ," 20,806 "
